Movie Title,Year,Genre,Gross,Production Budget,ROI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Rwanda,2004,Drama,23530892,17500000,-0.26045768,0.330528,-0.547019,-0.9389519,-0.8742253,-0.6718506,0.02446058,-0.3727025,-0.553363,0.3151374,-0.3733112,-0.2849254,-0.4498201,-0.178222,-0.6417824,0.5457896,-0.6424607,-0.4398587,-0.6726389,-0.6628442,-0.3678445,0.1314535,-0.7298167,0.2235048,-0.3072868,0.3612009,0.1552356,-0.5924596,-0.288871,-0.5393875,-0.2273898,-0.874835,-0.3793825,-1.730577,0.2503332,-0.2875591,0.1472194,-0.7652556,-0.5219201,-0.4978284,-0.3749697,-0.05361654,-1.076935,-0.9905373,0.04410986
I am Legend,2007,Horror,256393010,150000000,-0.059892296666667,-0.2041033,0.3395921,-0.1567269,1.662545,1.137193,0.2729122,-0.4688751,0.2678542,0.6075351,0.9385251,0.2343828,1.369194,0.5359514,0.3531098,0.6140642,0.3150236,0.07948926,0.08244931,0.3039442,0.5118668,-0.3795534,1.186593,-0.113027,0.4068024,0.7469229,0.06606225,0.1396872,-0.6031485,1.25227,-0.7812582,0.5960974,-0.2227188,-0.8400534,1.333534,-1.001197,0.3791202,-0.3131216,0.2058446,-0.5652459,0.6393437,0.7039726,0.1688426,1.147937,0.3105642
"I, Robot",2004,Action,144801023,120000000,-0.336328644583333,-0.03549924,-0.1856298,-1.803666,1.24235,-0.2483593,0.6615219,-0.6302085,-0.004439205,0.6579954,-8.618787,4.756112,-2.494046,1.67437,-1.07147,0.2402372,0.3445192,0.5876322,0.1248739,0.2578864,-0.2919568,0.2556474,0.08405932,-0.428811,0.326554,-0.0715028,0.1370322,-0.4409179,0.7476261,-0.1976753,1.155882,-0.4269567,1.114688,0.2860917,0.4693977,0.6847225,-0.6836883,0.8489208,-1.08004,0.8855747,-0.4896196,-0.1757952,-0.1864228,-0.0582817,-0.1213105
Independence Day,1996,Action,306169255,75000000,1.24524120333333,-0.2608385,0.424148,0.3120083,0.3297522,0.324868,0.0785262,0.3613948,0.2190746,0.1926663,0.01142356,0.4878115,0.3851654,0.2932924,0.149686,0.6320475,0.2484441,0.3185217,0.1924351,0.3929934,0.1668982,0.2132729,0.118315,0.5536902,0.1042131,0.4745483,0.04009482,0.5163616,0.1435147,0.5383937,0.1060375,0.350069,0.499873,0.2429707,0.4006924,0.4305904,0.2853301,0.1913321,0.2578331,0.2039592,0.5168289,-0.3013038,1.8904,-7.105561,3.678235
Insider,1999,Drama,28965197,68000000,-0.765722671323529,-0.1356643,0.3064079,0.4945902,1.566121,-0.4690606,0.9318765,-0.1394615,0.4300883,-0.5855519,-0.3510072,0.7008428,-1.20026,1.370709,-0.9068264,1.080725,0.4329356,0.5486998,0.2395053,0.4809672,0.7319046,-0.5697808,-0.4355674,0.8055163,-0.6305423,1.333148,-0.09402508,0.8135611,-0.1257012,-0.4337456,0.6668559,0.06530444,0.06858375,0.1735514,0.2689494,0.4177968,0.2462083,0.743046,0.4877837,1.046985,-1.003703,1.301225,-1.29532,0.8684545,-0.6481768
Insomnia,2002,Thriller,67355513,46000000,-0.194662344565217,-0.04297929,-0.4296528,-0.1208101,0.154397,-0.5552479,-0.05335469,0.08857472,0.02315412,0.03388153,0.1545817,-0.5223952,0.8001901,-1.09316,0.1821562,-0.9806802,-0.2322772,0.2398198,-1.283504,0.5344949,-0.6960701,1.227244,-0.3713922,-0.1860024,-0.05432164,-0.9336189,0.7002544,-0.2732825,0.2288224,0.2401663,-0.222975,0.7390978,0.9933042,1.625778,0.623298,1.957071,-1.080956,-0.318386,0.1892273,-0.2791756,0.1526001,0.1066249,0.1870474,-0.6767491,1.66525
Juno,2007,Drama,143495265,7500000,9.5229861,0.5090109,-0.9780732,-0.9119606,-1.158895,-1.29237,-0.7895238,-0.004141956,-1.990914,0.03542593,-0.4160428,-0.3450404,-1.311185,-1.933644,-0.2936149,-1.032179,-0.3822918,-1.742089,-0.3469189,-0.9904412,-0.4443852,-0.5769503,1.302526,-1.885893,-0.2017392,-0.6692568,-0.1660628,-0.9889268,-0.4189065,-0.4994067,-1.032289,-0.9352758,0.07377948,-1.339613,-0.1147106,-1.317694,-0.9333422,-0.6697042,-0.8849523,-0.2047476,-1.730311,-0.2423678,-0.9541073,-0.8026604,-1.284356
Lake Placid,1999,Thriller,31770413,27000000,-0.35282492037037,-0.05448687,0.6931634,0.9198727,-0.4221346,0.982285,2.434599,-0.01502539,0.04475515,0.2574573,0.3733524,-0.2162495,0.00372993,0.2452474,-0.1872801,0.3020646,-0.6589677,1.862769,-0.09849454,0.3024345,0.4327871,1.039042,-0.08892429,0.6839543,-0.3306233,0.06870609,0.05659792,-0.3895751,0.6145525,-0.5872711,0.5482962,-1.264317,0.1422519,0.5398447,-0.384246,-0.4573162,0.5545629,-1.517123,0.02722315,-1.57808,0.869617,-1.207505,0.3965948,-0.38583,0.2654779
Land of the Dead,2005,Horror,20700082,15000000,-0.240996993333333,-0.212954,0.1403076,0.6150516,-0.04802165,0.1000026,0.4579896,-0.4748382,-3.987754,2.291826,-1.193642,0.7967356,-0.214119,0.6602731,0.1919275,0.3797843,-0.2223574,0.23849,-0.1465777,0.3730475,0.3582056,-0.1210321,0.02008683,-0.1199897,0.6256504,-0.02672743,-0.1114194,0.9252102,0.04617205,0.3782456,0.02775316,0.9101069,-0.9002791,0.5553127,-0.2910436,0.8093324,0.1779378,0.8761987,0.1942937,0.1774095,0.1599892,0.405034,0.08951548,-0.1715157,0.5472293
Legally Blonde,2001,Comedy,96520674,18000000,1.94924281666667,-0.2367345,-0.4861178,-0.1602102,-0.2091281,0.2972024,-0.4329571,-0.5244519,0.8339048,-0.01029975,-0.2714509,0.6938982,-0.5587834,1.864895,-0.7811702,1.239048,-0.0169318,-0.04826507,0.6630753,-0.8462453,0.3860279,-0.002599555,0.208897,0.0756446,0.04969698,0.5558438,0.8333513,-0.3570709,1.397427,-0.4522273,0.5999345,-0.03866674,0.3328636,-0.002194788,0.3840649,-0.05364178,-0.6127045,0.3130671,0.1576871,0.4076175,-0.04744073,0.2071413,0.6035834,-0.03203034,0.31593
Little Nicky,2000,Comedy,39442871,80000000,-0.728830261875,-0.2761323,0.308872,0.342826,0.6806352,0.8336933,0.5205074,-0.4812011,0.8822256,-0.7237042,0.8073867,-0.4814498,1.140554,-1.230807,1.618951,-0.5417942,1.064872,0.1043009,-0.1424068,0.9566402,-0.7147166,0.08013601,-0.09888044,0.09070498,-0.4081022,0.9621902,-0.300957,0.1503177,-0.1608348,-0.8120906,0.7875504,-0.03504489,1.04762,-0.5835394,0.6384531,-0.7120534,0.8444845,1.156776,-0.5157255,0.4566083,0.8017566,1.052122,-0.3450577,0.8430698,0.3065566
