"ROI","RRC_V1","RRC_V2","RRC_V3","RRC_V4","RRC_V5","RRC_V6","RRC_V7","RRC_V8","RRC_V9","RRC_V10","RRC_V11","RRC_V12","RRC_V13","RRC_V14","RRC_V15","RRC_V16","RRC_V17","RRC_V18","RRC_V19","RRC_V20","RRC_V21","RRC_V22","RRC_V23","RRC_V24","RRC_V25","RRC_V26","RRC_V27","RRC_V28","RRC_V29","RRC_V30","RRC_V31","RRC_V32","RRC_V33","RRC_V34","RRC_V35","RRC_V36","RRC_V37","RRC_V38","RRC_V39","RRC_V40","RRC_V41","RRC_V42","RRC_V43","RRC_V44","Action","Comedy","Drama","Horror","Thriller"
-2.07311167683315,0.123375901684988,0.664623586472555,-0.448932439141336,0.179310074754153,-0.227196251520531,0.0633305378176901,0.0519896688304685,-0.0443741634194878,0.237769789563711,-0.0494165130280237,-0.195779559863852,0.151859210356863,-0.573598673685741,0.501541027092489,-0.535601521037089,1.72611219299115,-5.09569864828082,2.43502902224157,-0.569627087334255,0.161450180735479,0.256285685628791,0.435271755623614,-0.257062680252902,-0.229719903501526,0.224391406641625,-0.702176750192526,-0.55769539638996,0.121173272743489,-0.0823305862669051,-0.123306873532142,-0.0236715627954473,-0.164386580587025,0.0864422554204378,-0.166316242476745,-0.0720128302532041,-0.105733520376703,-0.0549262911284139,1.10171094849037,-0.346959047918903,-0.476632197869397,0.0573145174614205,-0.135131214957089,-0.0406611096359118,0.0950221783531389,0,0,1,0,0
-1.43641131205823,-0.107438116693034,-0.357992561663984,0.327217215654432,0.116741409042541,-0.219471037889581,0.054639367191125,-0.0760314069320095,0.210344599126281,-0.179270052473108,0.285691913207145,0.0340098652367361,0.222615019836553,0.225240355765152,0.0213044095499947,-0.0205116542144008,0.0494374915213959,0.05326683395462,0.118444056281495,0.252477144862036,-0.0753591309991461,0.254537935770855,-1.22674238949672,-1.47970686339268,1.23975559367017,-1.89759967347103,1.02008891687408,-0.474143996816423,0.289586467015553,-0.0458471853197425,-0.159940493837043,0.254708499504132,0.0704948326312389,0.13030061320888,0.381662922312275,-0.180944213112739,0.144844773704855,0.130644016526826,-0.163089352079349,-0.064514507589246,0.189268280171033,-0.0240404142882638,0.200974368408902,-0.182397522660959,0.27323580376171,1,0,0,0,0
1.40488742385235,0.449301090539677,-0.26873106471632,-0.12769904883734,-0.0774421905016115,-0.229458386784567,-0.150125223693663,-0.156142938030312,-0.342169972568357,-0.266938595299752,-0.185467881834327,-0.305062844872149,-0.472457152051085,-0.366601160326162,-0.440618825995877,-0.177722532448924,-0.375576023457403,-0.112923701250013,-0.364235802497885,-0.124999157737852,-0.321731938383209,-0.22703328187742,-0.317922544626043,-0.00525224128002599,0.0914953129376282,-0.645851284778984,0.153849142781988,-0.155236596477918,0.138422001230107,0.377418365584034,-1.12084162528431,3.46912574157077,-2.859917586508,1.37550959999207,-1.42323988519501,0.687600070202064,-0.29717323017287,-0.285120038423321,-0.651274263777591,0.399030612627733,-0.717186294987808,0.374131074382649,-0.783438422499842,-0.129523312075578,-0.0547770437514133,0,1,0,0,0
1.23613722517374,0.132216138640915,1.60297893434076,-0.482204859989735,1.38293941244571,-0.901151990061046,0.123005661241451,-0.23399475587665,-0.154598006683649,0.180391763322269,-0.237486845216551,0.88409716185584,-0.411702038545051,0.0207846478627222,-0.034993198263634,-0.0631976648871753,-0.161067254054909,0.49121583721511,-0.725918611096621,0.690457766732614,-1.22727506954791,2.39904377352721,-3.15970850420243,-2.21686529297006,1.88277594830098,-0.929779747875141,0.530829871270852,-0.399711749575404,0.166302717876168,-0.0783188865605047,-0.0454928950972463,-0.124056498804565,-0.0631014113739063,0.0106406622419889,-0.233285651761611,0.224703617403848,-0.103112973540274,-0.128968811525745,0.187087020304169,-0.269295729635443,0.199407082272487,0.0206702872378535,-0.205911469950721,-0.132688174082616,0.0990604789231271,0,0,1,0,0
-0.482158835808507,0.104968189375346,-0.177432582665752,-0.0468308482420921,0.0463275177660752,-0.128392378856208,-0.0604745929524191,0.0574884466030205,-0.141990285460105,0.0749626404514475,-0.18364533308017,0.252219735808603,-0.697796548486519,0.634387578655047,2.90016815763864,-1.05722991206172,0.763514228811204,-0.568983039122632,0.157749939653194,-0.0560938476065924,0.00594126612085421,-0.156089785632622,0.068579908900036,-0.132887732217062,-0.0408687686873912,-0.139757307070293,0.0329256024361799,-0.102367720130284,0.00520859267520461,-0.0215099086147404,-0.0553958808740093,-0.0140742243757199,-0.136119405613139,0.00954720219922589,-0.168341405527853,0.0169777955433787,-0.155389501593086,-0.175613729207394,-0.080114877507189,-0.155227974845929,-0.100975514630971,-0.050088573637815,-0.1400787637977,-0.136197083298357,0.153092958966802,0,0,0,0,1
2.22214820907498,0.183217983904603,-0.127389133386356,-0.103643408818094,0.0755190112778951,-0.166689668582245,-0.0238369332316757,-0.0490166105058772,-0.101793172655997,-0.0423909078772534,-0.0239908733112815,-0.0725349006108461,-0.0927641409687603,-0.120076388819689,-0.0577109431246535,-0.0686619465198909,-0.224093242794109,0.223184977559794,-0.707070419279511,0.769404662117969,-1.55634914276308,3.05298235985376,-3.76121685729049,-1.67406616518015,1.48391884059976,-1.00551970544041,0.447938044207303,-0.407445304715207,0.0828802368889697,-0.0774920536554782,-0.0473878692559474,-0.0692402321460476,-0.147392199892268,0.0527267182874825,-0.226256720288922,-0.00568449521503604,-0.144623811055572,-0.110592082329017,-0.1773218269629,-0.122008133326291,-0.1160874848877,-0.0290523582604787,-0.192549282283539,-0.078430500084453,-0.00185508061119172,0,1,0,0,0
-1.58496051557415,-0.719598862339855,0.718040092369733,0.00698524927237831,0.585182836298862,-0.44658932579599,0.307150785244375,-0.081798997682102,0.0655835358348594,-0.118320044494041,0.00783898180712742,0.242674956570227,0.935943749696383,-0.409749230134062,0.434375886015357,-0.223695320488694,0.266871682488803,0.0401098860327874,0.33258438619109,-0.0756526777022577,0.263150372791178,0.120409478927304,0.244221102513182,-0.28422481482189,0.780263561141953,-0.153968590649109,1.29064542645929,-0.124500592197766,0.0742917722146572,0.575034830675351,-0.313659675957409,0.587866537668929,-0.149761174658365,1.23440418716935,-0.708233715417514,1.27120848722911,-0.110382568886632,0.704834179620909,-0.34853301395869,0.695260022206725,-0.0625297690749849,0.466082506272462,0.154855295334095,0.359657710487393,-0.287587986436021,1,0,0,0,0
0.944197798735693,-0.236076331339715,0.887431959598551,-0.189159693584475,0.32448644211017,-0.114925226374536,0.145725913831894,0.167595753953328,0.112292914253555,0.123710189636583,0.211527431151418,0.116546815564541,0.166239989382341,0.0836434342996563,0.15934030011327,0.0465229229564591,-0.0389182045788529,0.41697866987396,-0.0440399961794926,0.213247359299605,0.0801740143218994,0.08555086906444,0.183211960862903,0.0153953303513015,0.142650501801623,0.0207099358625601,0.256099480561358,0.0274637823033631,0.136651410773042,0.16494812079364,0.151205850915849,0.135663937609825,0.107242562068054,0.186188774299021,0.0154513869006668,0.159527157446949,0.193682396661137,-0.0596002393812836,0.424935696346071,-0.0311111121538163,0.771559543416287,-0.817122492953009,2.532319352346,-4.40149486075204,5.75783378317568,0,0,1,0,0
-0.084168577502864,-2.74087131851529,1.2542405007228,0.718025812704291,0.911065687573997,0.665282102286613,1.1970213640887,1.29757085463274,1.95059888767856,0.794894851600933,1.5237489427028,1.60837633930202,2.02330732402093,1.78783710338233,1.38159512291249,1.2147885273676,1.43537502263046,1.82160448893021,1.80614763400315,1.34496855979928,0.969159861662715,1.33309353820987,1.12772318573811,1.12258697036056,1.68540972600034,1.52737615946125,1.67409400298288,2.00430118573206,0.723925888679279,0.726151971145649,2.11642510106391,1.33007372684925,1.93071118791541,1.83799109004831,1.24409557588146,2.51451276830297,1.0207290070864,1.98940653430978,1.88111496095871,1.44967421818252,2.57494964328334,1.23189459920057,2.84617040297421,0.444044740167443,1.21318435874232,0,0,1,0,0
-1.08243577710522,-0.125518066440327,-0.409645362289011,-0.489342419634912,0.495152061335467,-0.279597219720553,0.370434733256344,-0.418302103014329,1.31647552532986,-2.01856636418289,1.85152778426043,-2.59598947932131,2.04617696138789,-1.70599501291975,0.761341868921668,-0.0138480206547296,-0.484464313570578,0.212534150380269,0.124377471305009,0.199201155864774,-0.0237133776909105,0.367395245160328,-0.330314320811166,2.14208995897663,-1.3543913849752,0.924129416553886,-0.165127113210858,0.0586263368959632,0.115841817237062,0.0562117862365132,0.552504641781336,-0.565826454584738,1.64749773645235,-2.62691289498617,5.47009687231268,-1.22603861141432,0.751453466104793,-0.185786108951722,0.336118838401035,-0.00349768392965722,0.220593119406035,0.128655870237392,-0.0358996004345911,0.0973518402429105,0.154535663928208,1,0,0,0,0
