"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","RRC_V1","RRC_V2","RRC_V3","RRC_V4","RRC_V5","RRC_V6","RRC_V7","RRC_V8","RRC_V9","RRC_V10","RRC_V11","RRC_V12","RRC_V13","RRC_V14","RRC_V15","RRC_V16","RRC_V17","RRC_V18","RRC_V19","RRC_V20","RRC_V21","RRC_V22"
0.0313049865864537,-0.524458622568233,-1.18304441982303,-0.848406445930372,-0.14097256065521,0.084016959445858,-0.434847089368268,0.288217835382727,-0.904333469962676,0.630835810720284,-0.19858935819616,-0.529849111301154,-0.0285184238263389,-1.09450405109566,0.326106297349521,0.116229179572227,-0.488642298914068,0.367061039517835,-1.05745587122093,-0.0781576770602944,-0.366582414932523,-0.390958445656788,0.185468152631819,-0.984728603314616,-1.2981261547951,-1.10647811316684,-0.247440143772977,0.205597890526789,-0.683589245738041,0.37883504026298,-1.52550889454508,0.969615698465576,-0.431539311380516,-0.827899288480208,-0.124081669331943,-2.03192818248118,0.430157774150627,0.101001954987795,-0.528417315714206,0.408362386344703,-1.87356306284743,-0.172667711765383,-0.709584982018782,-0.52446369634208
-0.358328263999633,0.0897314056023081,-0.00756713794296634,-0.953413396400043,-0.376044006307635,-0.123382563570396,0.845732618956494,0.119926451074693,0.633949047520672,-0.164062696811885,0.801409064598557,0.44327264369394,0.0603291716909932,0.751380452997354,0.182509422087174,0.530464424872662,0.0879601695683064,0.293467002474284,0.713835272364721,-0.270374992550145,-0.368655934314545,0.185527629560195,-0.733325768884067,0.188814652546881,0.0267356216938765,-1.24602925444117,-0.560960804793868,-0.110601099589265,1.1822939939899,0.124773565658999,0.916279949289578,-0.324826827184068,1.06126251909302,0.823898817863537,0.0126874505820531,1.16749052771179,0.213586167955158,0.713908062713081,-0.0772247757741691,0.301078987453764,1.07041586791748,-0.458587320197193,-0.712858361052081,0.158994223591071
-0.188583092477884,-1.52370544749589,-1.72340671750613,-0.820345261327391,0.579308819335114,-0.131400033241126,0.734831399883967,-0.512976124103841,0.937607246507743,-0.943391954003185,0.84556004527896,0.223177191755078,-0.189335945246226,0.694928804825414,-0.972316947047501,0.835326080495335,-0.253734105764391,0.627124539447742,-0.104733769015126,0.173902342621099,-0.322610745219952,0.575397945019444,-0.333049787390552,-2.89400638144431,-1.90715991894499,-1.06918562615202,0.713217131077438,-0.122824444061336,1.02070411044917,-0.830689259676133,1.39829101955683,-1.59391580198069,1.12717128782158,0.450303993925688,-0.37163896948485,1.06964450376931,-1.5281133027572,1.16498404637753,-0.344601203031075,0.787475930332552,-0.290088880229345,0.202266783313567,-0.640168731105367,0.621208258417788
-0.553438933025561,0.436163085298703,1.15842020954785,-0.646441811912717,0.545115678256399,0.587877139280854,0.69795293683121,-0.0185509936370773,0.836532934848333,0.196867796093334,0.778867583763121,0.181375104249591,0.364067882656318,0.152194433746203,1.0576303996098,0.135210160997688,0.661198140400888,0.378941395191512,0.623351367461189,0.338996006363446,-0.779045680278508,1.4718876258891,-1.19341611398235,0.850747511560325,1.3409014438437,-0.838073069042081,0.667612884404151,0.973777477955414,0.966969926103016,-0.0842792266008119,1.23785096787375,0.262925916585293,1.02761250216731,0.37934821821895,0.480253015419824,0.128938572468992,1.53343630655438,0.129086381840097,0.371335038287624,0.425681247870821,0.920026864633647,0.447840474588416,-1.36072362894712,1.68404914715581
-0.270110447828476,-0.200972913316605,0.485448352863521,-0.943755008800935,0.299884957603616,-0.198025944904043,0.438220954984245,-0.362288192627997,0.479229574556224,-1.15700111614478,0.908988192130027,-0.53399487293015,-0.242837827463283,0.333789643595537,-0.383203438056591,0.658593208065054,-0.222494288959719,0.0165851337441595,-0.530897916697429,-0.260433704025166,-0.0705671605958567,-0.315783451400047,-0.525299392424811,-0.366638997414321,0.582405551734355,-1.23319354207836,0.340542544455796,-0.2244015628367,0.588524485652018,-0.603202878045907,0.670686387174187,-1.94176496854021,1.22185709088335,-0.834936394754913,-0.453998039552668,0.443692345408245,-0.639617235969422,0.903488535849956,-0.320155986331847,-0.102551920184361,-0.998396081090941,-0.443799842205806,-0.242277979497618,-0.435339348999674
0.23900499824611,0.242199345993407,-0.97222566972964,0.135406831805232,-0.567190451419141,0.555730538616702,-0.256558997655199,0.601352298956938,-0.433060015974891,0.683183128502637,0.604277954811278,-0.17039617110773,0.104659907746321,-0.283611184902793,-0.374765256219532,-0.425431151045218,0.335273417016105,-0.949673795319833,0.903416086696633,-1.12837298254436,0.108221542695427,-0.0843040081033773,0.675245418623924,0.480137720285428,-1.0605156896067,0.200980727364922,-0.815897594997483,0.924767130593755,-0.423812552410859,0.851559201943029,-0.777434175328065,1.05486003292979,0.766984373422242,-0.217756022353984,0.0809287543576188,-0.626430816688933,-0.62689084070154,-0.700443428316436,0.116298315742394,-1.51113808127996,1.38550914046702,-1.73484304517832,0.0399683297573526,-0.160906946164482
-0.426877071348155,0.940546958492643,-0.10542405725363,-0.292776045312637,-0.0167032566913883,-0.330251030826444,0.244754749374281,0.0582317979540588,-0.00326000355735897,-0.330160513506025,0.410809347043141,-0.741631128920416,0.58855136067756,0.326303390393198,0.084531513198738,0.0535486712834797,0.524865920911392,-0.0709819461914617,0.632406842088103,0.180406045756658,0.408901605483484,-0.409983569353343,-0.894970668091841,1.81448229331047,-0.0835573579818399,-0.368061692290786,-0.0816990678408925,-0.425990448040622,0.306632348712235,0.0316360909661782,-0.0951922181626845,-0.595306737901164,0.478173626092964,-1.18738270755444,0.825815633579916,0.430716637279326,0.0658167052779584,0.00825932431754544,0.264654814477572,-0.230204843489662,0.935077539169141,0.211940918284898,0.514639471872064,-0.547019091913819
-0.327779219991028,-0.692363747872856,-1.73524642445712,0.720787909351352,-0.920018690374736,-0.960486731884081,0.854661044325256,0.0920224574449167,0.466224219000542,-0.077451593238103,0.411035235033387,-0.397728450611111,-0.1077772754741,0.153066431840817,0.328090484178583,-0.12774451891203,-0.543839522831664,1.27897194645888,-0.593575444384017,0.328846015510275,0.395923354907199,-0.030158172852191,-0.6612880875491,-1.30554776088503,-1.92050426462142,0.978934920745274,-1.28647343374804,-1.38684073984139,1.19530325779788,0.0826482376270843,0.650042369092306,-0.183786059592978,0.47851083263013,-0.60363479535129,-0.246090186525226,0.130449981776007,0.433150308130052,-0.259983672434795,-0.571609249530528,1.73772146912553,-1.10256942470526,0.432742555845094,0.494151246059638,-0.0967138953264544
-0.181712336506432,-0.19321087019392,-1.43175779499504,0.157742773273581,0.883818654778355,-0.2086196086651,-0.303543657290315,0.461917666072741,0.191310158782976,0.934086343568768,-0.123262847084142,-0.706007968081425,0.85424944021667,0.420250515976314,-0.110545189950961,-0.309897853477112,0.649182779353471,0.169238687701795,0.40033571132206,0.516268985266381,0.402682020651867,0.374428357631146,-0.3168478620844,-0.351807930577456,-1.5784470500998,0.230664535050064,1.11934950768557,-0.240552543967996,-0.492272085517292,0.641061388361656,0.213658234433629,1.4634402332023,-0.319091580356155,-1.12691517683305,1.23482267861935,0.593552497644901,-0.228396346748843,-0.529499346352147,0.361932995171941,0.119982306490346,0.549363128588968,0.711530665996504,0.504820871303313,0.382947072118481
0.16355959919866,0.159206821885216,0.431895221433356,0.440404998934658,0.494081802779054,-0.956159565148575,0.071861457704578,-0.799885519793874,0.442027425851342,0.421615642380075,1.51868448783641,-0.620727761027624,-0.537222041030864,0.198337781870458,-0.646521033641457,-0.200440691421263,0.460409475715935,0.820284517476705,0.670735990150884,0.525326266159043,0.926512182046123,-0.351825912892172,0.497337670897394,0.321562503354282,0.522046667784138,0.606314299277254,0.599547729447931,-1.38024358989653,0.0547162101925066,-1.26382268742979,0.611633650994832,0.628913733929325,2.13201427265148,-0.982158692048897,-0.907163593125333,0.208917515361862,-1.03675063118541,-0.367545567866568,0.214217522213131,1.06905932764479,0.998782596770554,0.725003199413628,1.33176981722798,-0.478069792664608
