Movie Title,Year,Genre,Rating,Gross,Production Budget,orig ROI,ROI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th Element,1997,Action,,63820180,95000000,-0.630514747368421,-1.43641131205823,-0.5066594,0.4622848,-0.2676755,0.2984884,-0.7325722,-0.1005608,-1.176064,0.6417897,-0.2695742,0.2107508,0.7152792,0.7153117,0.7116966,0.2661661,0.7158619,0.2398062,0.9417982,-0.2470527,0.6000253,0.737742,0.7764243,0.4796465,0.9929945,-0.3458874,0.9344827,0.4126346,0.8883572,0.3278572,0.6849434,0.1622272,1.31943,-0.4136762,0.7780949,0.3875298,0.1988419,0.9090381,0.04170301,1.596463,-0.8768751,0.6450695,-0.3554764,-0.1298258,0.1809546,0.4508119
Ace Ventura Pet Detective,1994,Comedy,,72217396,15000000,1.64797118666667,1.40488742385235,-0.1412214,-1.75542,-1.471082,-1.0322,-2.057028,1.018097,-0.9864801,1.225531,-0.8198163,0.6084242,0.5518409,-0.4525492,0.9326469,-0.8895657,0.3307579,0.9566866,-0.7263704,-0.1257711,-0.3621456,0.7274888,0.1527833,0.3022136,0.4447076,-0.5197903,0.4177455,-0.06416158,0.4322171,-0.3774518,-0.326801,-0.4382622,0.484226,0.7128495,-0.8511133,0.8923771,-0.1494062,0.4358693,0.09961113,-0.1104365,0.05744783,0.105903,-0.4258927,0.1982138,0.159698,0.180306
American Gangster,2007,Thriller,,130164645,100000000,-0.2840944525,-0.482158835808507,0.1757871,-1.086429,0.6076596,-0.9565929,-0.6359367,-1.099975,0.01481124,-0.7595157,-0.4936763,-0.1957949,-0.2823744,-0.4848478,-0.06615111,-1.066181,0.01356667,-0.3436439,-0.9269441,-1.160668,-0.328642,-0.5272696,0.1167722,-0.5622524,-0.733429,-1.276064,0.03488424,-0.745062,0.1610701,-1.020675,-0.454112,-0.3032196,0.6222877,-1.29915,0.07389732,-0.4947925,-0.4940764,-0.8996059,-0.6862492,-0.523886,-1.543543,0.06765751,-0.9760538,-0.7530675,0.04807315,-1.599724
Assassins,1995,Action,,30303072,50000000,-0.666666208,-1.58496051557415,-0.5134473,1.016397,0.3697128,0.4363423,-0.6979958,0.4606804,-0.3997296,0.2315237,-0.403116,0.1139182,0.1213621,0.2628857,0.06083769,0.379269,-0.007074283,-0.01406092,-0.1077393,0.2711455,-0.3018397,0.1040497,0.4751681,-0.3494224,-0.4981941,0.5881108,0.1231787,1.035373,0.09036313,0.0135613,0.9364471,-0.7270883,0.9433053,-0.3633417,1.472357,-0.8722008,1.274172,-0.2738605,0.5472085,0.4916103,0.8003241,0.08952634,0.1537294,0.8245594,-0.809307,0.347453
AWalk to Remember,2002,Drama,,41281092,11800000,0.924118694915254,0.944197798735693,-0.4536179,-0.4390663,-1.385735,-0.7903102,0.1482348,-0.7869087,1.398287,-2.539814,-0.09423078,-0.02225934,-0.1005714,1.094461,0.1828882,0.4781606,0.4671202,0.5924247,-0.127599,0.806272,-0.3729801,1.012908,-0.3765017,0.321219,0.04593463,-0.8437377,0.820459,-0.03443353,0.0840625,1.000364,-0.8590158,1.325869,0.2357969,-1.43029,0.5794767,0.4632138,0.4893757,0.8711012,0.02704188,0.2520569,-0.4563858,0.5842568,1.015482,-0.3724728,0.7447652,0.08089026
Babel,2006,Drama,,34302837,20000000,-0.0566719825,-0.084168577502864,-0.1249931,-0.1722624,-1.293022,-0.295616,-1.076453,1.054238,0.3066263,0.3686647,0.03192574,0.2781513,-1.278643,0.4464838,0.15699,0.2231744,0.006378305,0.3238521,0.8529001,0.3563582,0.4069263,-0.02100099,0.09566864,-1.431967,0.372455,0.3206803,0.5477295,0.1784772,0.4883044,0.1632114,0.1427394,-0.9318195,-0.1130703,0.6974235,-0.182224,0.2943892,0.8333487,-0.3773665,0.4954081,0.4274985,0.2390078,0.8161353,-0.2462603,0.9992882,-0.1589076,0.2136843
Batman and Robin,1997,Action,,107325195,125000000,-0.527769142,-1.08243577710522,0.5226559,0.0235194,-0.5929954,0.2328884,0.3917713,-0.5690483,0.7711516,-0.7782115,-0.8699579,-1.105524,-0.08727791,-0.9305852,-1.037082,-0.5416705,-0.2383122,-0.8345278,1.026275,-0.6534976,1.096846,0.3995703,0.8395201,-1.117356,-0.446137,-0.9362774,-0.3439204,-1.42903,0.2154616,-0.2869111,-1.471343,-0.3307099,-1.070979,0.1666612,0.1894564,-0.2448154,0.440542,0.5190513,0.7130755,-0.5932378,1.11236,-0.2394076,0.5401314,-0.03852604,0.301074,-1.527064
Bones,2001,Drama,,7316658,16000000,-0.74848988125,-1.9913116512113,0.2426339,0.1450029,1.285463,-1.111746,0.7229223,-0.3962021,0.0997171,-0.2641803,-0.1824798,-0.1982091,-0.6355886,-0.7137603,-0.2923955,0.4814129,-0.4626894,0.661328,-0.7929374,1.001992,-0.322743,0.02187317,-0.1230516,-0.2443322,0.0315863,0.1464168,-0.2290619,-0.6271433,-0.04669679,-0.3143239,0.4222706,-0.7872793,1.288334,-1.610193,0.34256,-1.093955,-0.1891628,-0.683326,0.0135225,-0.591312,-0.02815008,-0.5533104,-0.360545,0.3121676,-0.3895854,0.5001801
Bourne Identity,2002,Action,,121661683,60000000,0.115232094166667,0.157343984816861,-0.2721429,0.4660795,-1.17561,2.06313,-0.5983747,0.6304443,0.814603,0.6979728,0.007417297,0.09989853,0.4699695,-0.2742175,0.9781234,0.8185973,0.7705341,1.310969,0.6682674,0.03437904,0.5781947,1.406364,0.455836,0.4280321,0.4186303,0.3192766,0.5825129,0.5106765,0.1891808,0.7671537,-1.403729,0.8124071,-0.2360419,0.970892,-0.04978681,0.4165252,-0.152913,0.7448386,1.213351,0.9731901,1.052952,0.8891668,1.310008,0.0605401,1.101656,-0.3558196
Brazil,1985,Drama,,9929135,15000000,-0.635931716666667,-1.45771903240977,-0.2354772,-0.4031529,0.5623487,-0.2155202,0.09217667,-0.01963469,0.08630118,0.629172,0.01269325,0.7577802,-0.6790877,0.7171347,-0.9467232,0.7763701,-0.2823001,0.2855911,0.5154488,0.02902347,0.4334046,-0.04538523,0.484917,-0.5237484,0.5674548,-0.6257274,-0.3972793,0.3556084,-0.1979044,-0.08836073,-0.6004931,-0.8600057,0.3589978,0.3167579,-0.07992062,0.4506405,0.7324483,-0.1006497,-0.1513438,0.4004346,-0.5858439,0.05180183,-0.05802622,-0.3427846,-0.8231157,0.3533267
